NC_053230.1	2604000	2605000
NC_053230.1	2606000	2607000
NC_053230.1	2608000	2609000
NC_053230.1	2609000	2610000
NC_053230.1	2610000	2611000
NC_053230.1	2614000	2615000
NC_053230.1	2616000	2617000
NC_053230.1	2617000	2618000
NC_053230.1	2618000	2619000
NC_053230.1	2620000	2621000
NC_053230.1	2621000	2622000
NC_053230.1	2622000	2623000
NC_053230.1	2623000	2624000
NC_053230.1	2624000	2625000
NC_053230.1	2625000	2626000
NC_053230.1	2627000	2628000
NC_053230.1	2628000	2629000
NC_053230.1	2629000	2630000
NC_053230.1	2630000	2631000
NC_053230.1	2632000	2633000
NC_053230.1	2635000	2636000
NC_053230.1	2636000	2637000
NC_053230.1	2637000	2638000
NC_053230.1	2638000	2639000
NC_053230.1	2639000	2640000
NC_053230.1	2643000	2644000
NC_053230.1	2645000	2646000
NC_053230.1	2646000	2647000
NC_053230.1	2736000	2737000
NC_053230.1	2747000	2748000
NC_053230.1	2748000	2749000
NC_053230.1	2771000	2772000
NC_053230.1	2776000	2777000
NC_053230.1	2777000	2778000
NC_053230.1	2782000	2783000
NC_053230.1	2783000	2784000
NC_053230.1	2784000	2785000
NC_053230.1	2788000	2789000
NC_053230.1	2789000	2790000
NC_053230.1	2812000	2813000
NC_053230.1	2813000	2814000
NC_053230.1	2814000	2815000
NC_053230.1	2816000	2817000
NC_053230.1	2817000	2818000
NC_053230.1	2860000	2861000
NC_053230.1	2864000	2865000
NC_053230.1	2871000	2872000
NC_053230.1	2872000	2873000
NC_053230.1	2875000	2876000
NC_053230.1	2876000	2877000
NC_053230.1	2890000	2891000
NC_053230.1	2891000	2892000
NC_053230.1	2898000	2899000
NC_053230.1	2899000	2900000
NC_053230.1	2905000	2906000
NC_053230.1	2906000	2907000
NC_053230.1	2907000	2908000
NC_053230.1	2911000	2912000
NC_053230.1	2936000	2937000
NC_053230.1	2942000	2943000
NC_053230.1	2943000	2944000
NC_053230.1	2944000	2945000
NC_053230.1	2945000	2946000
NC_053230.1	2947000	2948000
NC_053230.1	2948000	2949000
NC_053230.1	2949000	2950000
NC_053230.1	2951000	2952000
NC_053230.1	2952000	2953000
NC_053230.1	2953000	2954000
NC_053230.1	2961000	2962000
NC_053230.1	2974000	2975000
NC_053230.1	2975000	2976000
NC_053230.1	2989000	2990000
NC_053230.1	3002000	3003000
NC_053230.1	3006000	3007000
NC_053230.1	3022000	3023000
NC_053230.1	3032000	3033000
NC_053230.1	3041000	3042000
NC_053230.1	3042000	3043000
NC_053230.1	3043000	3044000
NC_053230.1	3044000	3045000
NC_053230.1	3049000	3050000
NC_053230.1	3052000	3053000
NC_053230.1	3053000	3054000
NC_053230.1	3054000	3055000
NC_053230.1	3055000	3056000
NC_053230.1	3056000	3057000
NC_053230.1	3072000	3073000
NC_053230.1	3112000	3113000
NC_053230.1	3122000	3123000
NC_053230.1	3179000	3180000
NC_053230.1	3201000	3202000
NC_053230.1	3208000	3209000
NC_053230.1	3238000	3239000
NC_053230.1	3279000	3280000
NC_053230.1	3280000	3281000
NC_053230.1	3281000	3282000
NC_053230.1	3283000	3284000
NC_053230.1	3327000	3328000
NC_053230.1	3328000	3329000
NC_053230.1	3329000	3330000
NC_053230.1	3330000	3331000
NC_053230.1	3335000	3336000
NC_053230.1	3338000	3339000
NC_053230.1	3339000	3340000
NC_053230.1	3353000	3354000
NC_053230.1	3354000	3355000
NC_053230.1	3355000	3356000
NC_053230.1	3356000	3357000
NC_053230.1	3357000	3358000
NC_053230.1	3359000	3360000
NC_053230.1	3360000	3361000
NC_053230.1	3363000	3364000
NC_053230.1	3372000	3373000
NC_053230.1	3373000	3374000
NC_053230.1	3407000	3408000
NC_053230.1	3441000	3442000
NC_053230.1	3460000	3461000
NC_053230.1	3467000	3468000
NC_053230.1	3468000	3469000
NC_053230.1	3470000	3471000
NC_053230.1	3478000	3479000
NC_053230.1	3501000	3502000
NC_053230.1	3523000	3524000
NC_053230.1	3547000	3548000
NC_053230.1	3549000	3550000
NC_053230.1	3550000	3551000
NC_053230.1	3551000	3552000
NC_053230.1	3553000	3554000
NC_053230.1	3554000	3555000
NC_053230.1	3556000	3557000
NC_053230.1	3557000	3558000
NC_053230.1	3559000	3560000
NC_053230.1	3561000	3562000
NC_053230.1	3564000	3565000
NC_053230.1	3565000	3566000
NC_053230.1	3567000	3568000
NC_053230.1	3568000	3569000
NC_053230.1	3569000	3570000
NC_053230.1	3570000	3571000
NC_053230.1	3571000	3572000
NC_053230.1	3572000	3573000
NC_053230.1	3577000	3578000
NC_053230.1	3578000	3579000
NC_053230.1	3583000	3584000
NC_053230.1	3585000	3586000
NC_053230.1	3589000	3590000
NC_053230.1	3590000	3591000
NC_053230.1	3596000	3597000
NC_053230.1	3597000	3598000
NC_053230.1	3598000	3599000
NC_053230.1	3608000	3609000
NC_053230.1	3611000	3612000
NC_053230.1	3613000	3614000
NC_053230.1	3626000	3627000
NC_053230.1	3627000	3628000
NC_053230.1	3653000	3654000
NC_053230.1	3654000	3655000
NC_053230.1	3657000	3658000
NC_053230.1	3663000	3664000
NC_053230.1	3664000	3665000
NC_053230.1	3665000	3666000
NC_053230.1	3682000	3683000
NC_053230.1	3683000	3684000
NC_053230.1	3699000	3700000
NC_053230.1	3700000	3701000
NC_053230.1	3702000	3703000
NC_053230.1	3705000	3706000
NC_053230.1	3713000	3714000
NC_053230.1	3714000	3715000
NC_053230.1	3715000	3716000
NC_053230.1	3722000	3723000
NC_053230.1	3725000	3726000
NC_053230.1	3727000	3728000
NC_053230.1	3759000	3760000
NC_053230.1	3763000	3764000
NC_053230.1	3764000	3765000
NC_053230.1	3765000	3766000
NC_053230.1	3767000	3768000
NC_053230.1	3768000	3769000
NC_053230.1	3770000	3771000
NC_053230.1	3778000	3779000
NC_053230.1	3780000	3781000
NC_053230.1	3783000	3784000
NC_053230.1	3784000	3785000
NC_053230.1	3785000	3786000
NC_053230.1	3786000	3787000
NC_053230.1	3787000	3788000
NC_053230.1	3793000	3794000
NC_053230.1	3796000	3797000
NC_053230.1	3797000	3798000
NC_053230.1	3798000	3799000
NC_053230.1	3799000	3800000
NC_053230.1	3801000	3802000
NC_053230.1	3803000	3804000
NC_053230.1	3804000	3805000
NC_053230.1	3808000	3809000
NC_053230.1	3809000	3810000
NC_053230.1	3810000	3811000
NC_053230.1	3811000	3812000
NC_053230.1	3872000	3873000
NC_053230.1	3875000	3876000
NC_053230.1	3880000	3881000
NC_053230.1	3906000	3907000
NC_053230.1	3912000	3913000
NC_053230.1	3913000	3914000
NC_053230.1	3914000	3915000
NC_053230.1	3915000	3916000
NC_053230.1	3916000	3917000
NC_053230.1	3918000	3919000
NC_053230.1	3920000	3921000
NC_053230.1	3925000	3926000
NC_053230.1	3931000	3932000
NC_053230.1	3932000	3933000
NC_053230.1	3934000	3935000
NC_053230.1	3936000	3937000
NC_053230.1	3937000	3938000
NC_053230.1	3941000	3942000
NC_053230.1	3942000	3943000
NC_053230.1	3943000	3944000
NC_053230.1	3947000	3948000
NC_053230.1	3953000	3954000
NC_053230.1	3954000	3955000
NC_053230.1	3955000	3956000
NC_053230.1	3960000	3961000
NC_053230.1	3963000	3964000
NC_053230.1	3964000	3965000
NC_053230.1	3965000	3966000
NC_053230.1	3967000	3968000
NC_053230.1	3969000	3970000
NC_053230.1	3970000	3971000
NC_053230.1	3971000	3972000
NC_053230.1	3973000	3974000
NC_053230.1	3976000	3977000
NC_053230.1	3977000	3978000
NC_053230.1	4202000	4203000
NC_053230.1	4210000	4211000
NC_053230.1	4217000	4218000
NC_053230.1	4219000	4220000
NC_053230.1	4220000	4221000
NC_053230.1	4221000	4222000
NC_053230.1	4222000	4223000
NC_053230.1	4223000	4224000
NC_053230.1	4238000	4239000
NC_053230.1	4245000	4246000
NC_053230.1	4247000	4248000
NC_053230.1	4248000	4249000
NC_053230.1	4249000	4250000
NC_053230.1	4250000	4251000
NC_053230.1	4251000	4252000
NC_053230.1	4252000	4253000
NC_053230.1	4258000	4259000
NC_053230.1	4259000	4260000
NC_053230.1	4261000	4262000
NC_053230.1	4264000	4265000
