chr19	28999	30000
chr19	31000	32000
chr19	66000	67000
chr19	67000	68000
chr19	85000	86000
chr19	94000	95000
chr19	112000	113000
chr19	235000	236000
chr19	273000	274000
chr19	292000	293000
chr19	295000	296000
chr19	297000	298000
chr19	298000	299000
chr19	300000	301000
chr19	302000	303000
chr19	308000	309000
chr19	323000	324000
chr19	326000	327000
chr19	333000	334000
chr19	341000	342000
chr19	344000	345000
chr19	350000	351000
chr19	363000	364000
chr19	398000	399000
chr19	434000	435000
chr19	458000	459000
chr19	475000	476000
chr19	477000	478000
chr19	504000	504999
chr19	520000	520999
chr19	525000	525999
chr19	534000	534999
chr19	536000	536999
chr19	539000	539999
chr19	541000	541999
chr19	542000	542999
chr19	545000	545999
chr19	558000	558999
chr19	559000	560000
chr19	563000	564000
chr19	565000	566000
chr19	585000	586000
chr19	596000	597000
chr19	598000	599000
chr19	599000	600000
chr19	615000	616000
chr19	618000	619000
chr19	625000	625999
chr19	635000	635999
chr19	640000	640999
chr19	641000	641999
chr19	644000	644999
chr19	656000	656999
chr19	716000	717000
chr19	718000	719000
chr19	719000	720000
chr19	720000	721000
chr19	721000	722000
chr19	722000	723000
chr19	729000	730000
chr19	760000	760999
chr19	761000	761999
chr19	765000	765999
chr19	767000	767999
chr19	768000	768999
chr19	782000	782999
chr19	785000	785999
chr19	786000	786999
chr19	787000	787999
chr19	835000	836000
chr19	849000	850000
chr19	864000	865000
chr19	875000	875999
chr19	891000	891999
chr19	917000	917999
chr19	918000	918999
chr19	920000	920999
chr19	948000	949000
chr19	951000	952000
chr19	963000	964000
chr19	967000	968000
chr19	969000	970000
chr19	1029000	1030000
chr19	1032000	1032999
chr19	1039000	1040000
chr19	1053000	1054000
chr19	1083000	1083999
chr19	1092000	1093000
chr19	1098000	1099000
chr19	1100000	1101000
chr19	1101000	1101999
chr19	1102000	1103000
chr19	1103000	1103999
chr19	1104000	1105000
chr19	1106000	1107000
chr19	1111000	1111999
chr19	1114000	1115000
chr19	1116000	1117000
chr19	1117000	1117999
chr19	1137000	1138000
chr19	1139000	1140000
chr19	1144000	1145000
chr19	1149000	1150000
chr19	1150000	1151000
chr19	1151000	1152000
chr19	1152000	1153000
chr19	1153000	1154000
chr19	1154000	1155000
chr19	1155000	1156000
chr19	1164000	1165000
chr19	1165000	1166000
chr19	1166000	1167000
chr19	1167000	1168000
chr19	1168000	1169000
chr19	1173000	1174000
chr19	1177000	1178000
chr19	1178000	1179000
chr19	1179000	1180000
chr19	1180000	1181000
chr19	1181000	1182000
chr19	1182000	1183000
chr19	1185000	1186000
chr19	1186000	1187000
chr19	1188000	1188999
chr19	1189000	1190000
chr19	1194000	1194999
chr19	1195000	1196000
chr19	1196000	1196999
chr19	1203000	1204000
chr19	1204000	1204999
chr19	1205000	1206000
chr19	1206000	1206999
chr19	1208000	1208999
chr19	1209000	1210000
chr19	1212000	1212999
chr19	1216000	1216999
chr19	1221000	1222000
chr19	1223000	1224000
chr19	1224000	1224999
chr19	1225000	1226000
chr19	1226000	1226999
chr19	1231000	1232000
chr19	1232000	1232999
chr19	1234000	1234999
chr19	1235000	1236000
chr19	1236000	1236999
chr19	1238000	1238999
chr19	1239000	1240000
chr19	1241000	1242000
chr19	1242000	1242999
chr19	1290000	1291000
chr19	1297000	1298000
chr19	1300000	1301000
chr19	1305000	1306000
chr19	1331000	1331999
chr19	1332000	1333000
chr19	1335000	1335999
chr19	1366000	1367000
chr19	1367000	1367999
chr19	1373000	1374000
chr19	1374000	1375000
chr19	1375000	1376000
chr19	1376000	1377000
chr19	1377000	1378000
chr19	1384000	1385000
chr19	1385000	1386000
chr19	1386000	1387000
chr19	1388000	1389000
chr19	1389000	1390000
chr19	1392000	1393000
chr19	1393000	1394000
chr19	1395000	1396000
chr19	1396000	1397000
chr19	1397000	1398000
chr19	1398000	1399000
chr19	1399000	1400000
chr19	1401000	1402000
chr19	1402000	1403000
chr19	1403000	1404000
chr19	1405000	1406000
chr19	1406000	1407000
chr19	1407000	1408000
chr19	1408000	1409000
chr19	1410000	1411000
chr19	1411000	1412000
chr19	1412000	1413000
chr19	1413000	1414000
chr19	1484000	1484999
chr19	1488000	1488999
chr19	1489000	1490000
chr19	1490000	1490999
chr19	1492000	1492999
chr19	1493000	1494000
chr19	1494000	1495000
chr19	1503000	1504000
chr19	1504000	1505000
chr19	1506000	1507000
chr19	1507000	1508000
chr19	1509000	1510000
chr19	1611000	1611999
chr19	1613000	1613999
chr19	1633000	1634000
chr19	1634000	1635000
chr19	1646000	1647000
chr19	1647000	1648000
chr19	1648000	1649000
chr19	1650000	1651000
chr19	1651000	1652000
chr19	1652000	1653000
chr19	1653000	1654000
chr19	1654000	1655000
chr19	1673000	1674000
chr19	1714000	1714999
chr19	1717000	1718000
chr19	1718000	1718999
chr19	1723000	1724000
chr19	1727000	1728000
chr19	1735000	1736000
chr19	1743000	1744000
chr19	1744000	1745000
chr19	1846000	1847000
chr19	1847000	1847999
chr19	1850000	1851000
chr19	1854000	1855000
chr19	1858000	1859000
chr19	1860000	1861000
chr19	1861000	1861999
chr19	1862000	1863000
chr19	1863000	1863999
chr19	1865000	1865999
chr19	1868000	1869000
chr19	1869000	1870000
chr19	1872000	1873000
chr19	1873000	1874000
chr19	1885000	1886000
chr19	1915000	1916000
chr19	2009999	2011000
chr19	2183999	2185000
chr19	2212999	2214000
chr19	2223000	2224000
chr19	2250000	2251000
chr19	2251000	2252000
chr19	2262000	2263000
chr19	2275000	2276000
chr19	2276000	2277000
chr19	2276999	2278000
chr19	2282000	2283000
chr19	2385999	2387000
chr19	2411000	2412000
chr19	2427000	2428000
chr19	2428000	2429000
chr19	2429000	2430000
chr19	2429999	2431000
chr19	2431000	2432000
chr19	2432000	2433000
chr19	2506999	2508000
chr19	2526999	2528000
chr19	2534999	2536000
chr19	2537000	2538000
chr19	2637000	2638000
chr19	2639999	2641000
chr19	2670000	2671000
chr19	2702000	2703000
chr19	2732999	2734000
chr19	2735999	2737000
chr19	2813999	2815000
chr19	2849999	2851000
chr19	2851000	2852000
chr19	2852999	2854000
chr19	2853999	2855000
chr19	2855000	2856000
